"","Engine.RPM.rpm.","Speed..OBD..km.h.","Speed..GPS..km.h.","Miles.Per.Gallon.Instant..mpg.","Intake.Air.Temperature..C.","Trip.average.MPG.mpg.","Trip.average.KPL.kpl.","Litres.Per.100.Kilometer.Instant..l.100km.","Acceleration.Sensor.Total..g.","Horsepower..At.the.wheels..hp.","Average.trip.speed.whilst.moving.only..km.h.","Trip.Time.Since.journey.start..s.","Distance.to.empty..Estimated..km.","Fuel.Remaining..Calculated.from.vehicle.profile....","Fuel.used..trip..l.","Average.trip.speed.whilst.stopped.or.moving..km.h.","Miles.Per.Gallon.Long.Term.Average..mpg.","Kilometers.Per.Litre.Long.Term.Average..kpl.","Litres.Per.100.Kilometer.Long.Term.Average..l.100km."
"2038",2446.5,33,"33.47999954",32.85836792,38,"14.78137684","5.23260736","8.59689617",-0.15183577,"7.57205868","14.1307373",849,"235.15357971","48.30175018","0.63347065","12.36009693",21.16446114,7.49221897,13.34690285
"2039",2491.25,34,"34.12799835",37.77950287,38,"14.80959511","5.24259663","7.47707081",0.0961114,"4.53949928","14.15833378",850,"235.22555542","48.30068207","0.63416553","12.38639164",21.1743145,7.49570751,13.34069157
"2040",2436.5,34,"34.16399765",43.8106308,38,"14.84513569","5.25517797","6.44775009",0.00949594,"4.53949928","14.185853",851,"235.33070374","48.29978561","0.63474709","12.4126215",21.1877327,7.50045776,13.33224297
"2041",2436.5,33,"33.83999634",9.40320015,39,"14.83847523","5.25282001","30.04083633",-0.05914167,"4.53949928","14.2119112",852,"235.45742798","48.2951889","0.63773495","12.43757534",21.1807518,7.49798632,13.33663654
"2042",2630.75,34,"37.43999863",20.77909279,39,"14.84573746","5.25539112","13.59443378",0.11973076,NA,"14.2392807",853,"235.37068176","48.29330826","0.63895851","12.46368027",21.18051338,7.49790192,13.33678627
"2043",2856.75,39,"39.63600159",48.53212738,39,"14.88686848","5.26995134","5.82047415",-0.01804236,NA,"14.27348042",854,"235.36346436","48.29236984","0.63956702","12.49576759",21.19669914,7.50363111,13.32660389
"2044",2856.75,40,"38.73600006",40.73608398,39,"14.91839218","5.28111076","6.93439245",0.08890165,"18.08909798","14.30896568",855,"235.53721619","48.29111862","0.64038062","12.52898598",21.20825386,7.5077219,13.31934261
"2045",2681.5,39,"37.51200104",40.78120041,39,"14.94989395","5.29226255","6.9267211",-0.08153529,"18.08909798","14.34297562",856,"235.66033936","48.29003906","0.641083","12.5609169",21.21982193,7.51181698,13.31208229
"2046",2596.75,36,"36",39.05855942,39,"14.97922325","5.30264473","7.23221731",0.02894984,"18.08909798","14.37276459",857,"235.78392029","48.28902435","0.6417433","12.58915615",21.23035812,7.5155468,13.30547523
"2047",2467.75,35,"34.70399857",35.68842316,38,"15.00438595","5.31155252","7.91517162",0.09111329,"18.08909798","14.40109921",858,"235.8946228","48.28771973","0.64259136","12.61612511",21.23889351,7.51856804,13.30012798
"2048",2390.75,34,"33.40799713",39.95542526,38,"15.03466606","5.32227182","7.06987858",0.03452149,NA,"14.42798328",859,"235.98475647","48.28675461","0.64321762","12.64182663",21.24993515,7.52247715,13.29321671
"2049",2285.25,31,"31.895998",37.05189514,38,"15.06135368","5.3317194","7.62390137",0.115711,NA,"14.47469234",860,"236.10269165","48.28578568","0.64384788","12.68705082",21.25925255,7.52577543,13.28739071
"2050",2186.5,31,"30.41999817",39.33924103,38,"15.09074593","5.34212399","7.18061638",0.0051794,NA,"14.47469234",861,"236.20126343","48.28477097","0.64450639","12.68705082",21.269907,7.52954674,13.28073502
"2051",2064.5,30,"28.65600014",37.98099899,38,"15.11842442","5.35192251","7.4374032",0.03850605,NA,"14.49590206",862,"236.31523132","48.2838707","0.64509147","12.70778465",21.27974892,7.53303099,13.27459335
"2052",2010.25,27,"27.46800041",31.68375397,38,"15.13843155","5.3590045","8.91561031",-0.01334632,NA,"14.53269768",863,"236.41938782","48.28281403","0.64577955","12.74432468",21.28587151,7.53519869,13.27077389
"2053",2052.5,28,"27.97200012",30.3921032,39,"15.15683079","5.36551809","9.29451942",-0.08443332,"3.9039228","14.55102062",864,"236.48193359","48.2816925","0.64650732","12.76252937",21.29122925,7.53709507,13.26743507
"2054",2114.75,28,"28.36800003",18.52137375,39,"15.16088486","5.36695337","15.25156879",0.08918724,"3.9039228","14.56929302",865,"236.53323364","48.28001785","0.64759743","12.78069115",21.28960037,7.53651857,13.26845074
"2055",2266.5,31,"30.31200027",16.50873375,39,"15.16250706","5.36752748","17.11094284",0.12495568,"7.36997128","14.59158707",866,"236.5059967","48.27814865","0.64881116","12.80238056",21.28679085,7.53552389,13.27020073
"2056",2313.5,31,"31.46399879",33.42541504,39,"15.18445778","5.37529802","8.45105457",-0.06612116,"7.36997128","14.61382103",867,"236.46911621","48.2769928","0.64956367","12.82401943",21.29391861,7.53804731,13.26575947
"2057",2240.75,30,"30.67200089",38.98376083,39,"15.21302795","5.38541174","7.24609423",0.1019977,"7.36997128","14.63464165",868,"236.54389954","48.27609634","0.65014583","12.84441853",21.30430031,7.5417223,13.25929451
"2058",2134,29,"28.94399834",38.95106888,39,"15.24149132","5.39548779","7.25217581",0.01312213,"7.36997128","14.65405369",869,"236.65504456","48.27524185","0.65070122","12.86358261",21.31464958,7.54538631,13.25285625
"2059",1984.25,27,"27.64799881",37.73911667,39,"15.26843452","5.40502548","7.48507166",0.07047393,NA,"14.67071533",870,"236.76509094","48.27423859","0.65135241","12.88033199",21.32427788,7.54879427,13.2468729
"2060",1861.75,25,"26.06399918",37.78813934,39,"15.29537201","5.41456175","7.47536135",-0.01646924,NA,"14.68463612",871,"236.86804199","48.27342606","0.65188169","12.8946743",21.33392334,7.55220842,13.24088383
"2061",1744.5,24,"23.75999832",34.18363571,39,"15.31793785","5.4225502","8.26360321",0.06739035,NA,"14.69717407",872,"236.97125244","48.27262497","0.65240216","12.90780163",21.34144592,7.55487204,13.23621655
"2062",1644.25,23,"22.6439991",28.98365211,39,"15.33424568","5.42832279","9.74618435",0.07743832,NA,"14.70833302",873,"237.04940796","48.27152252","0.65311885","12.91971684",21.34591675,7.55645466,13.23344421
"2063",1518,22,"22.2840004",32.86983109,39,"15.35514641","5.43572187","8.59389877",0.04959372,NA,"14.71812057",874,"237.09532166","48.2707634","0.65361303","12.93042469",21.35265732,7.55884027,13.22926712
"2064",1412.75,20,"19.76399803",26.04250908,39,"15.36786938","5.4402256","10.84688091",-0.13384306,NA,"14.72520065",875,"237.16564941","48.26983643","0.6542142","12.93875122",21.35539818,7.55981064,13.22756958
"2065",2039,16,"15.6960001",29.82479858,39,"15.38505936","5.446311","9.47131348",0.02349604,NA,"14.72690773",876,"237.1920166","48.26900482","0.6547541","12.94235325",21.36034393,7.56156206,13.22450542
"2066",2105.5,11,"14.65200043",19.97571564,39,"15.39051151","5.44824123","14.1411705",0.01114865,NA,"14.72192478",877,"237.2414856","48.26789474","0.65547621","12.94007015",21.35953712,7.56127596,13.2250061
"2067",1778.25,10,"10.61999989",9.97466469,39,"15.38408756","5.44596672","28.31974983",0.09411272,NA,"14.71562099",878,"237.22477722","48.26631927","0.65649992","12.93661976",21.35289383,7.55892467,13.22912025
"2068",2172.25,10,"9.68400002",12.27043533,39,"15.3803978","5.44466066","23.02118683",0.08140669,NA,"14.71562099",879,"237.14509583","48.26511765","0.65728199","12.93661976",21.34759903,7.55704975,13.23240185
"2069",1596.25,8,"8.74800014",7.75877237,39,"15.37137794","5.44146776","36.40782166",-0.03400337,NA,"14.70666695",880,"237.08042908","48.26392746","0.65805626","12.93083191",21.33967972,7.55424643,13.23731232
"2070",1904,8,"8.49599934",12.24785137,39,"15.36768627","5.44016075","23.06363869",0.04209114,NA,"14.69773674",881,"236.98881531","48.26317596","0.65854269","12.92505836",21.33438492,7.55237198,13.24059772
"2071",1715.25,8,"8.71199989",11.66839695,39,"15.36331844","5.43861485","24.20898056",0.02757203,NA,"14.68882942",882,"236.92578125","48.26231766","0.65910161","12.91929817",21.32875824,7.55038023,13.24409008
"2072",2059.25,7,"9.17999935",6.08131599,39,"15.35237312","5.43474007","46.45046997",0.00535813,NA,"14.67861843",883,"236.85679626","48.26099396","0.65996236","12.91238308",21.31988716,7.54724026,13.24960041
"2073",2087,9,"8.27999973",3.49046135,39,"15.33840084","5.42979383","80.92913055",0.02934815,"1.42023015","14.65960312",884,"236.7490387","48.25910568","0.66118848","12.89976692",21.30952263,7.543571,13.25604534
"2074",1978.5,13,"11.05199909",6.93341637,39,"15.32851315","5.42629385","40.74181747",-0.06002641,"7.08645487","14.65740776",885,"236.62600708","48.25749207","0.66223961","12.89988327",21.30116844,7.54061365,13.26124382
"2075",1464.25,13,"14.00399971",14.33705997,39,"15.32734776","5.42588139","19.70278549",0.00764297,"7.08645487","14.65521812",886,"236.52815247","48.25645065","0.66291553","12.89999962",21.29712486,7.53918219,13.26376247
"2076",1902.5,13,"12.59999943",18.70427895,39,"15.33131123","5.42728424","15.10242748",0.14020114,"7.08645487","14.65303421",887,"236.4793396","48.25565338","0.66343307","12.90011597",21.29561996,7.53864956,13.26469994
"2077",2107.25,12,"12.99599934",16.69896317,39,"15.33291531","5.42785168","16.91601944",0.10491145,"7.08645487","14.64953899",888,"236.45779419","48.25466537","0.66407633","12.89907169",21.29295349,7.53770542,13.26636028
"2078",2113.25,12,"12.27600002",13.91669178,39,"15.33125687","5.42726469","20.29792786",0.02707977,NA,"14.64605236",889,"236.42355347","48.25371933","0.66469067","12.89803028",21.28867722,7.53619194,13.2690258
"2079",1971.5,14,"13.5359993",16.52045059,39,"15.33264732","5.42775726","17.09880638",-0.0540566,"2.14499068","14.64520359",890,"236.37185669","48.25286102","0.66524923","12.89930534",21.28591537,7.53521395,13.27074718
"2080",1461.5,14,"14.47199917",14.96043015,39,"15.33221245","5.42760324","18.88180923",0.12441973,"2.14499068","14.64435673",891,"236.33555603","48.25170898","0.66599822","12.9005785",21.28225136,7.53391743,13.27303123
"2081",2049.5,15,"14.93999958",23.40992546,39,"15.34163857","5.43093967","12.06667614",-0.19359936,"2.14499068","14.64482307",892,"236.29147339","48.25101471","0.66644871","12.90300274",21.28348351,7.53435326,13.27226353
"2082",2202.75,15,"15.62400055",18.63129044,39,"15.34547234","5.43229723","15.16159153",-0.09753627,"1.17775249","14.64528751",893,"236.30082703","48.2501297","0.6670236","12.90542126",21.28195,7.53381014,13.27322006
"2083",2092.75,14,"14.54399967",21.8969326,39,"15.35309887","5.43499708","12.90043736",-0.57575613,"1.17775249","14.64444447",894,"236.27940369","48.24923325","0.66760677","12.90668201",21.28230476,7.53393602,13.27299881
"2084",1719.75,12,"12.92399979",20.43579483,39,"15.35900879","5.43708944","13.8228054",0.05389949,"1.17775249","14.64099216",895,"236.27958679","48.24846649","0.66810513","12.90563869",21.28181648,7.53376293,13.27330303
"2085",1798.25,12,"12.63599968",15.22540092,39,"15.35885429","5.43703413","18.5532074",0.22888939,"1.17775249","14.63754845",896,"236.26977539","48.24757004","0.66868889","12.90459728",21.27831841,7.53252506,13.27548504
"2086",2162.25,15,"14.47199917",15.6808157,39,"15.35922718","5.43716669","18.01436806",0.08946338,"6.13251019","14.63802052",897,"236.22613525","48.24658966","0.66932601","12.9070034",21.27508926,7.53138161,13.27750015
"2087",2146.5,14,"4.6079998",21.19171906,39,"15.36598587","5.43955898","13.3297348",0.15538803,"6.13251019","14.63719082",898,"236.18632507","48.24578094","0.66985142","12.90825653",21.27504158,7.53136444,13.27753067
"2088",1855,12,"13.03199959",19.92406654,39,"15.3712616","5.44142675","14.17782879",-0.04596366,"6.13251019","14.63376617",899,"236.18191528","48.24498749","0.67036754","12.90721607",21.27426147,7.53108883,13.27801609
"2089",1562.25,11,"13.7159996",17.18384361,39,"15.37335682","5.44216824","16.43869591",-0.18922468,"6.13251019","14.62905312",900,"236.16882324","48.24407959","0.67095602","12.90503407",21.2719059,7.53025484,13.27948666
"2090",1365.5,9,"17.53199959",16.54549026,39,"15.37471008","5.44264746","17.07293129",-0.06828742,NA,"14.62176132",901,"236.13908386","48.24334717","0.67143178","12.90057182",21.26918602,7.52929163,13.2811861
"2091",1462.25,9,"13.93199921",10.32516575,39,"15.36888599","5.44058561","27.35839844",0.01834688,NA,"14.6144886",902,"236.10406494","48.24236298","0.67207199","12.89611912",21.26288795,7.52706242,13.28511906
"2092",1809.25,12,"11.98799896",10.74394226,39,"15.36355782","5.43869972","26.29202461",0.02164465,"4.86481905","14.61111069",903,"236.02874756","48.24125671","0.67279172","12.89509678",21.25683975,7.52492094,13.28889942
"2093",2076.5,14,"13.57199955",13.97318745,39,"15.3619585","5.43813324","20.21586037",0.11113676,"4.86481905","14.61032295",904,"235.95678711","48.24026871","0.67343259","12.89635563",21.25265312,7.52343941,13.29151726
"2094",1919.75,13,"0",20.59571838,39,"15.36797428","5.44026279","13.71547222",-0.00622004,"0.9757641","14.60824776",905,"235.90641785","48.23947525","0.67394996","12.89647293",21.25227547,7.52330589,13.29175282
"2095",1865.5,11,"11.15999889",15.32306862,39,"15.36792278","5.44024467","18.43494987",0.0721893,"0.9757641","14.60360336",906,"235.89706421","48.23841858","0.67463565","12.89431858",21.24887276,7.52210093,13.29388237
"2096",1817.25,12,"12.27600002",12.4225359,39,"15.36454487","5.43904877","22.73931885",0.08718657,"0.9757641","14.60025692",907,"235.85430908","48.23740005","0.6752978","12.89330292",21.24380875,7.52030802,13.29705048
"2097",2051.5,14,"11.59200001",14.94216824,39,"15.3640604","5.43887758","18.90488625",0.14787756,"3.25535893","14.59948635",908,"235.79376221","48.23651123","0.67587501","12.89455795",21.24019432,7.51902914,13.29931259
"2098",2156.75,15,"14.11199951",16.67736053,39,"15.36556339","5.43940926","16.93793106",-0.04337374,"1.97182703","14.60000038",909,"235.74833679","48.23542786","0.67658114","12.89694214",21.23758125,7.5181036,13.30095005
"2099",2269.75,15,"15.40799999",16.99660873,39,"15.36742783","5.4400692","16.61978531",-0.02507393,"1.97182703","14.6005125",910,"235.7142334","48.23438263","0.67725909","12.89932156",21.23515129,7.51724339,13.30247211
"2100",2385.25,16,"15.44399929",16.15042877,41,"15.36832142","5.44038582","17.49055672",-0.08332067,"1.19783723","14.6023016",911,"235.6819458","48.23329163","0.67796749","12.9028244",21.23224068,7.51621342,13.30429554
"2101",2712.75,18,"18.3599987",6.24923277,41,"15.35792351","5.43670464","45.20235062",-0.02540088,"5.09285498","14.60664082",912,"235.63397217","48.23008728","0.68005079","12.90857792",21.22366905,7.51317883,13.30966854
"2102",3376,23,"23.00399971",13.59959698,41,"15.35592079","5.43599606","20.77120399",0.01929969,"5.09285498","14.61734676",913,"235.53157043","48.22859573","0.68101978","12.91995525",21.21931076,7.51163578,13.31240273
"2103",3360,23,"23.36399841",23.27219963,41,"15.36492634","5.43918419","12.13808727",-0.08493678,"9.05889416","14.62802505",914,"235.47790527","48.22751236","0.68172467","12.93130589",21.22048378,7.51205111,13.31166649
"2104",3180.5,21,"20.95199966",24.75849152,41,"15.37560081","5.44296265","11.40941906",-0.0284783,"9.05889416","14.63613224",915,"235.48512268","48.22632599","0.68249738","12.940382",21.22250366,7.51276636,13.31039906
"2105",2908.5,20,"19.15200043",20.13381958,41,"15.38657856","5.44684887","14.03012466",0.13119388,"9.05889416","14.64294815",916,"235.49079895","48.22409439","0.6839478","12.94831467",21.22135544,7.5123601,13.31111908
"2106",2649.25,18,"17.60399818",19.89366531,41,"15.39168262","5.44865561","14.19949436",0.65604782,"9.05889416","14.64720821",917,"235.47846985","48.2229805","0.68466985","12.95398426",21.22059822,7.51209211,13.31159401
"2107",2358.75,16,"15.15600014",21.95174408,41,"15.39910316","5.4512825","12.86822605",-0.05914558,NA,"14.64892292",918,"235.46598816","48.2221489","0.68521261","12.95739937",21.22101593,7.51223946,13.3113327
"2108",1851,15,"3.63599992",23.04415321,41,"15.40774155","5.45434046","12.25820732",-0.122032,NA,"14.64936733",919,"235.46711731","48.22142792","0.68567997","12.95968628",21.22205353,7.5126071,13.31068134
"2109",1509.5,12,"5.07599974",18.11910248,41,"15.41080189","5.45542383","15.59017563",0.39865738,NA,"14.64601803",920,"235.47462463","48.22060776","0.68621367","12.9586134",21.22028732,7.51198196,13.31178951
"2110",1947.25,11,"8.17199993",7.46780348,41,"15.40184689","5.45225382","37.8263855",0.06795302,NA,"14.64141369",921,"235.44717407","48.21899796","0.68725854","12.95642471",21.21246529,7.50921249,13.31669807
"2111",2328.75,16,"12.13199902",12.43919468,41,"15.39851093","5.45107269","22.70886612",-0.05833496,"6.34670162","14.64105797",922,"235.35470581","48.21783447","0.6880154","12.95986652",21.20747757,7.50744724,13.31982994
"2112",2043,16,"14.11199951",22.23453522,41,"15.40620041","5.45379496","12.70456028",0.08813947,"6.34670162","14.64105797",923,"235.29478455","48.21689606","0.68862581","12.95986652",21.20806122,7.50765371,13.31946373
"2113",1922,12,"12.95999908",17.55629921,41,"15.40861607","5.45464993","16.08995056",-0.02902885,"6.34670162","14.63693428",924,"235.296875","48.2159996","0.68920958","12.95995522",21.20598793,7.50691938,13.32076645
"2114",1767,13,"12.92399979",15.35579872,41,"15.40855694","5.45462894","18.39565659",0.04801383,"6.34670162","14.63488102",925,"235.26954651","48.21511078","0.68978661","12.96000004",21.20266724,7.50574398,13.32285213
"2115",1551.75,13,"11.3760004",19.66814995,41,"15.41333199","5.45631981","14.36230659",0.04796071,"6.34670162","14.63488102",926,"235.22846985","48.21424484","0.69034934","12.96000004",21.20179749,7.50543594,13.32339954
"2116",1405.75,9,"9.86399937",14.67570686,41,"15.4125061","5.45602703","19.24813652",0.24003379,NA,"14.6220274",927,"235.2151947","48.21350098","0.69083321","12.95232773",21.19809723,7.50412655,13.3257246
"2117",1679.75,9,"9.28799915",13.57441044,41,"15.41044998","5.45529938","20.80974388",0.0553238,NA,"14.61499977",928,"235.1706543","48.21278381","0.69129831","12.94795132",21.19377708,7.50259733,13.32844067
"2118",1798,7,"20.19599915",13.17778492,41,"15.40795612","5.45441628","21.43607712",-0.20919125,NA,"14.60549355",929,"235.11856079","48.21192932","0.69185299","12.94137192",21.1892395,7.50099039,13.33129501
"2119",1791.25,7,"17.85599899",9.57531166,41,"15.40144634","5.45211172","29.50086975",-0.05746651,NA,"14.59601021",930,"235.06420898","48.21110535","0.69238877","12.93480682",21.18266678,7.4986639,13.33543205
"2120",1774.5,7,"14.79600048",9.61139393,41,"15.39499092","5.44982672","29.39011765",0.05821643,NA,"14.58655071",931,"234.98710632","48.21024704","0.69294763","12.92825603",21.17612076,7.49634695,13.33955383
"2121",1553.25,7,"14.11199951",10.54578114,41,"15.38959122","5.44791508","26.78606796",0.03723875,NA,"14.57711411",932,"234.91030884","48.20938873","0.69350445","12.92171955",21.17011261,7.49421978,13.34333992
"2122",1595.75,7,"13.35599995",9.55527592,41,"15.38310146","5.44561768","29.56272507",-0.17415336,NA,"14.56770229",933,"234.83966064","48.20856857","0.69403845","12.91519833",21.16354942,7.49189663,13.34747696
"2123",1746.25,9,"12.77999973",9.63295937,41,"15.37671185","5.44335604","29.32432365",0.00338192,"1.41714263","14.56079388",934,"234.76289368","48.20775604","0.69456702","12.91089153",21.15703964,7.48959208,13.35158443
"2124",1928.5,9,"12.74399948",12.18841648,41,"15.37317371","5.44210339","23.17610359",0.02119872,"1.41714263","14.55390358",935,"234.68600464","48.20679474","0.69519222","12.90659332",21.15197754,7.48780012,13.35477924
"2125",1965.5,6,"11.80799961",12.47612095,41,"15.36996174","5.44096661","22.64165306",0.11409383,"1.41714263","14.54331684",936,"234.62582397","48.20596695","0.69572997","12.89901161",21.14708519,7.48606777,13.3578701
"2126",1773.5,7,"6.11999989",8.93806362,41,"15.36283875","5.43844509","31.60416031",-0.04674386,"1.41714263","14.53399277",937,"234.56791687","48.20521927","0.69621509","12.89254379",21.14020157,7.48363161,13.36221886
"2127",1503.25,7,"0",9.70758915,41,"15.3565836","5.43623066","29.09888268",-0.02300281,NA,"14.52469158",938,"234.48709106","48.20429993","0.69681257","12.88609028",21.13376045,7.48135138,13.36629105
"2128",1720.25,8,"0",9.87309647,41,"15.35052395","5.43408537","28.61108398",-0.01612438,NA,"14.51664639",939,"234.41169739","48.2034874","0.69734108","12.88074398",21.12742043,7.4791069,13.3703022
"2129",1904.25,8,"1.51199996",10.99789619,41,"15.34572029","5.43238497","25.68491173",0.02465358,"0.62340403","14.50862026",940,"234.3374939","48.20269012","0.69785935","12.87541008",21.12172127,7.47708893,13.3739109
"2130",1914.5,8,"12.20400047",11.74161625,41,"15.34174633","5.4309783","24.05801582",0.00954184,"0.62340403","14.50061512",941,"234.26989746","48.20178986","0.69844586","12.87008762",21.11644554,7.47522163,13.37725163
"2131",1672.75,6,"0",12.23488426,41,"15.33832455","5.42976713","23.08808136",-0.017586,"0.62340403","14.49017239",942,"234.20770264","48.20103073","0.69893837","12.86259556",21.1114521,7.473454,13.38041496
"2132",1383.75,5,"0",9.18953514,41,"15.33156013","5.42737246","30.73931503",-0.04061629,NA,"14.47852802",943,"234.14849854","48.2002449","0.69944918","12.85403061",21.1047554,7.47108316,13.38466167
"2133",1080,4,"0",8.5452261,41,"15.3241024","5.42473221","33.05705261",0.02905058,NA,"14.46568584",944,"234.07063293","48.19950485","0.69993031","12.84439564",21.09770203,7.46858692,13.38913536
"2134",1068.5,5,"0",6.69794941,41,"15.31463337","5.42138052","42.17410278",-0.00677046,NA,"14.45410061",945,"233.98913574","48.19883347","0.70036751","12.83586979",21.0896225,7.46572638,13.39426517
"2135",1029.75,6,"0",8.22076035,41,"15.3068552","5.41862679","34.36178589",0.55309516,"0.94785273","14.44376564",946,"233.8961792","48.19814301","0.70081615","12.82844734",21.08240509,7.46317101,13.39885139
"2136",1092,7,"0",9.95179653,41,"15.3009901","5.41655064","28.38482285",-0.17714202,"0.97504288","14.43467617",947,"233.81246948","48.19738388","0.70130813","12.82212543",21.07616615,7.46096277,13.40281773
"2137",1171.75,7,"12.23999977",11.26138783,41,"15.29657078","5.41498613","25.08394241",0.09029254,"0.97504288","14.42560959",948,"233.74003601","48.19671631","0.70174271","12.81581783",21.07066727,7.45901632,13.40631485
"2138",1134.25,7,"11.95199966",10.49493122,41,"15.29132271","5.41312838","26.91585159",0.02777343,"0.97504288","14.41656494",949,"233.67547607","48.19598007","0.70222211","12.80952358",21.06474495,7.45692015,13.41008377
"2139",1216,8,"11.5199995",10.84190941,41,"15.28646564","5.4114089","26.0544529",-0.03682133,"1.09227896","14.40875912",950,"233.60577393","48.19514847","0.7027607","12.80432415",21.05902481,7.45489502,13.41372681
"2140",1586,11,"11.62799931",7.63246965,41,"15.27811813","5.40845394","37.01029968",-0.01841385,"1.09227896","14.40461731",951,"233.53666687","48.19398117","0.7035206","12.80237579",21.05151558,7.45223665,13.41851139
"2141",1657.5,11,"11.80799961",16.40214729,41,"15.27934265","5.40888739","17.22213554",0.03887373,"2.52002954","14.40048504",952,"233.44966125","48.19320679","0.70402265","12.80043125",21.04891586,7.45131636,13.42016792
"2142",1609.5,11,"11.69999981",11.33499146,41,"15.27505112","5.40736818","24.92106056",0.05017529,"2.52002954","14.39636326",953,"233.41468811","48.19194031","0.70484579","12.79849148",21.04348946,7.44939566,13.42362881
"2143",1714.75,11,"11.5199995",15.7774353,41,"15.27422047","5.40707397","17.90405083",-0.03999881,"2.52002954","14.39225197",954,"233.30300903","48.19029999","0.70591432","12.79655552",21.03662491,7.44696522,13.42800903
"2144",1531.25,10,"11.44799995",15.7774353,41,"15.27422047","5.40707397","17.90405083",0.0482463,"2.52002954","14.38694096",955,"233.30300903","48.19029999","0.70591432","12.79354858",21.03662491,7.44696522,13.42800903
"2145",1551.5,9,"0",12.73846912,41,"15.26942635","5.40537691","22.17534828",0.10760981,NA,"14.38043499",956,"233.21450806","48.18851852","0.70707208","12.78947353",21.02773476,7.44381809,13.43368721
"2146",1858.25,7,"0",9.65088654,41,"15.26334572","5.40322447","29.26984978",-0.26884851,NA,"14.37153244",957,"233.15925598","48.18769455","0.70760703","12.78326225",21.02139664,7.4415741,13.43773746
"2147",1745.5,6,"11.4119997",8.45426655,41,"15.25598431","5.40061855","33.41271591",0.06034263,NA,"14.36144543",958,"233.08459473","48.18678665","0.70819736","12.77599144",21.01439857,7.4390974,13.4422121
"2148",1336,5,"11.1239996",7.42311859,41,"15.24752522","5.39762402","38.05408478",-0.06216099,NA,"14.35018063",959,"233.00328064","48.1860199","0.70869625","12.76766586",21.00683594,7.43641996,13.44705105
"2149",1028.75,6,"10.87199974",9.85134602,41,"15.24170399","5.39556313","28.67425346",0.07093307,NA,"14.34014416",960,"232.91615295","48.18534088","0.70913786","12.76042747",21.00063133,7.43422365,13.45102406
"2150",1028.75,7,"0",11.95376492,41,"15.23816109","5.39430904","23.63105011",-0.01467016,"1.10402226","14.33133221",961,"232.84375","48.1845932","0.70962214","12.75427341",20.99560165,7.43244314,13.45424557
"2151",1239,7,"0",12.34947968,41,"15.23505211","5.3932085","22.87383842",0.06823437,"1.10402226","14.32254219",962,"232.78489685","48.18395233","0.71003848","12.74813271",20.99079895,7.43074274,13.45732498
"2152",1290,8,"10.47599983",14.17898655,41,"15.23391628","5.39280653","19.92243958",-0.05258717,"1.10402226","14.31497002",963,"232.72859192","48.18332291","0.71044934","12.7430706",20.98701668,7.42940378,13.45975018
"2153",1356,9,"10.61999989",14.83951187,42,"15.23349285","5.39265633","19.03566742",-0.04722271,"1.40568328","14.30861282",964,"232.68295288","48.18255234","0.71094805","12.73908424",20.98360634,7.42819643,13.4619379
"2154",1514,9,"9.75599957",10.77367878,42,"15.22870731","5.3909626","26.21945572",0.02901826,"1.40568328","14.30226994",965,"232.64054871","48.18160248","0.71156681","12.73510647",20.97794342,7.42619181,13.46557236
"2155",1692.25,11,"10.87199974",11.64048004,42,"15.22486115","5.38960123","24.26704025",0.01469784,"1.67736769","14.29320621",966,"232.57310486","48.18064117","0.71219242","12.73036098",20.97276688,7.42435932,13.46889496
"2156",1871.75,11,"11.3039999",14.85009384,42,"15.2244606","5.38945913","19.02210236",-0.01477989,"1.67736769","14.29320621",967,"232.5111084","48.17968369","0.71281374","12.73036098",20.9693737,7.42315865,13.4710741
"2157",1716,12,"0",20.40050888,42,"15.22999573","5.39141846","13.84671307",0.17151843,"3.65319991","14.28894138",968,"232.47006226","48.17897415","0.71327627","12.7298727",20.96905899,7.42304707,13.47127628
"2158",1559,10,"2.48399997",15.9758873,42,"15.230793","5.39170074","17.68164635",0.01265232,"3.65319991","14.28384781",969,"232.46250916","48.1781311","0.7138226","12.72698402",20.96629715,7.42206907,13.47305202
"2159",1536,9,"4.78800011",12.36427689,42,"15.22773361","5.39061785","22.84646416",0.00096847,"3.65319991","14.27758026",970,"232.42703247","48.17712402","0.71447688","12.7230444",20.96153831,7.42038488,13.4761095
"2160",1592.75,7,"0",14.45693016,42,"15.2269125","5.39032698","19.53941727",-0.01718704,NA,"14.26895714",971,"232.37107849","48.17646027","0.71490824","12.71700096",20.95794296,7.41911173,13.47842216
"2161",1605.5,5,"1.40399992",8.744874,42,"15.22000885","5.38788319","32.30235291",-0.03656466,NA,"14.25798798",972,"232.32685852","48.17555618","0.71549743","12.7088604",20.95119476,7.41672325,13.48276329
"2162",1558,3,"3.88800001",7.68394899,42,"15.21199226","5.38504505","36.76234436",-0.00084226,NA,"14.2446804",973,"232.2480011","48.17471695","0.71604222","12.69863033",20.94386864,7.41412973,13.48747921
"2163",1315.5,3,"0",4.09562874,42,"15.20017815","5.38086319","68.97109222",0.01320016,NA,"14.23140526",974,"232.16281128","48.17388916","0.71658015","12.68842125",20.93457222,7.41083813,13.49346924
"2164",1153.5,2,"1.69199991",5.02385569,42,"15.18937588","5.37703896","56.22772598",-0.02723644,NA,"14.21698093",975,"232.05656433","48.17322922","0.71701032","12.6771822",20.9257946,7.40773153,13.49912834
